InvoiceID,PO_ID,VendorID,Department_Invoice,InvoiceDate,PaymentDate,InvoiceAmount_INR,PaymentMethod,ApprovedBy,Status,Missing_Invoice_Amount_Flag,Negative_Invoice_Flag,Zero_Invoice_Flag,Missing_PO_Flag,Invalid_PO_Flag,Invalid_Vendor_Flag,Invalid_Approver_Flag,EmployeeID,EmployeeName,Department_Employee,Role,ApprovalLimit_INR,Invoice_Approval_Limit_Breach_Flag,Invoice_Limit_Utilization
INV000620,,V0014,IT,2024-05-27,2024-06-12,14500.0,Cheque,EMP0039,paid,0,0,0,1,0,0,0,EMP0039,Rajesh Iyer,Quality,Manager,500000,0,0.029
INV000594,PO00520,V0061,Maintenance,2024-08-31,2024-10-04,119320.0,Bank Transfer,EMP0029,PAID,0,0,0,0,0,0,0,EMP0029,Deepak Chauhan,Admin,Manager,500000,0,0.23864
INV000469,PO00409,V0054,Logistics,2024-08-08,2024-09-05,60700.0,NEFT/RTGS,EMP0008,PAID,0,0,0,0,0,0,0,EMP0008,Vikram Nair,Production,Senior Manager,1500000,0,0.040466666666666665
INV000640,PO00375,V0045,Quality,2024-06-30,2024-07-19,90100.0,Bank Transfer,EMP0010,paid,0,0,0,0,0,0,0,EMP0010,Suresh Singh,IT,Manager,500000,0,0.1802
INV000220,PO00191,V0082,Production,2024-07-22,2024-09-26,71200.0,Cheque,EMP0012,Paid,0,0,0,0,0,0,0,EMP0012,Arjun Mehta,Production,VP,10000000,0,0.00712
INV000421,PO00365,V0015,Quality,2025-03-18,2025-04-26,20100.0,Bank Transfer,EMP0008,Paid,0,0,0,0,0,0,0,EMP0008,Vikram Nair,Production,Senior Manager,1500000,0,0.0134
INV000153,PO00127,V0011,Procurement,2024-12-11,2025-01-03,26600.0,Bank Transfer,EMP0048,PAID,0,0,0,0,0,0,0,EMP0048,Ravi Joshi,Sales,Manager,500000,0,0.0532
INV000496,PO00436,V0104,IT,2024-07-07,2024-08-19,109200.0,Bank Transfer,EMP0029,Paid,0,0,0,0,0,0,0,EMP0029,Deepak Chauhan,Admin,Manager,500000,0,0.2184
INV000145,PO00123,V0122,IT,2024-05-20,2024-06-23,27303.0,Cheque,EMP0018,Paid,0,0,0,0,0,0,0,EMP0018,Neha Reddy,Sales,Manager,500000,0,0.054606
INV000341,PO00291,V0016,Admin,2025-03-27,2025-05-19,469600.0,Bank Transfer,EMP0063,paid,0,0,0,0,0,0,0,EMP0063,Rajesh Chauhan,Maintenance,Senior Manager,1500000,0,0.31306666666666666
INV000442,PO00386,V0065,Finance,2024-09-29,2024-10-29,35200.0,Cheque,EMP0026,Paid,0,0,0,0,0,0,0,EMP0026,Priya Rao,Procurement,Senior Manager,1500000,0,0.023466666666666667
INV000181,PO00155,V0065,HR,2025-03-26,2025-04-26,71500.0,Cheque,EMP0026,Paid,0,0,0,0,0,0,0,EMP0026,Priya Rao,Procurement,Senior Manager,1500000,0,0.04766666666666667
INV000138,PO00116,V0050,Production,2025-03-27,2025-04-13,96348.0,NEFT/RTGS,EMP0039,paid,0,0,0,0,0,0,0,EMP0039,Rajesh Iyer,Quality,Manager,500000,0,0.192696
INV000127,PO00105,V0025,Sales,2024-06-22,2024-08-09,5700.0,Bank Transfer,EMP0036,paid,0,0,0,0,0,0,0,EMP0036,Sanjay Chauhan,Maintenance,Senior Manager,1500000,0,0.0038
INV000519,PO00455,V0025,Procurement,2024-11-01,2024-12-24,27600.0,Cheque,EMP0036,Paid,0,0,0,0,0,0,0,EMP0036,Sanjay Chauhan,Maintenance,Senior Manager,1500000,0,0.0184
INV000385,PO00330,V0122,HR,2024-06-10,2024-07-08,33200.0,NEFT/RTGS,EMP0018,Paid,0,0,0,0,0,0,0,EMP0018,Neha Reddy,Sales,Manager,500000,0,0.0664
INV000336,PO00286,V0081,Finance,2024-12-25,2025-02-23,36624.0,Bank Transfer,EMP0036,PAID,0,0,0,0,0,0,0,EMP0036,Sanjay Chauhan,Maintenance,Senior Manager,1500000,0,0.024416
INV000301,PO00262,V0046,Sales,2024-06-01,2024-08-05,201528.0,NEFT/RTGS,EMP0035,paid,0,0,0,0,0,0,0,EMP0035,Anil Rao,Maintenance,VP,10000000,0,0.0201528
INV000104,PO00086,V0030,HR,2025-03-27,2025-04-20,9400.0,NEFT/RTGS,EMP0009,paid,0,0,0,0,0,0,0,EMP0009,Sameer Gupta,Sales,Manager,500000,0,0.0188
INV000634,PO00164,V0119,HR,2025-03-29,2025-04-16,113400.0,Bank Transfer,EMP0036,PAID,0,0,0,0,0,0,0,EMP0036,Sanjay Chauhan,Maintenance,Senior Manager,1500000,0,0.0756
INV000054,PO00044,V0122,Quality,2024-12-29,2025-02-06,37400.0,Bank Transfer,EMP0018,paid,0,0,0,0,0,0,0,EMP0018,Neha Reddy,Sales,Manager,500000,0,0.0748
INV000490,PO00430,V0002,Sales,2024-08-17,2024-10-23,328800.0,NEFT/RTGS,EMP0026,paid,0,0,0,0,0,0,0,EMP0026,Priya Rao,Procurement,Senior Manager,1500000,0,0.2192
INV000540,PO00475,V0123,Quality,2024-12-08,2025-01-02,3520.0,NEFT/RTGS,EMP0046,Paid,0,0,0,0,0,0,0,EMP0046,Nikhil Gupta,Quality,Manager,500000,0,0.00704
INV000376,PO00321,V0028,HR,2024-04-11,2024-05-19,1744.0,NEFT/RTGS,EMP0035,Paid,0,0,0,0,0,0,0,EMP0035,Anil Rao,Maintenance,VP,10000000,0,0.0001744
INV000513,PO00450,V0098,Sales,2024-12-26,2025-01-08,47328.0,NEFT/RTGS,EMP0009,Paid,0,0,0,0,0,0,0,EMP0009,Sameer Gupta,Sales,Manager,500000,0,0.094656
INV000200,PO00171,V0024,Finance,2024-07-06,2024-08-08,20200.0,Bank Transfer,EMP0002,Paid,0,0,0,0,0,0,0,EMP0002,Varun Gupta,Production,AVP,3000000,0,0.006733333333333333
INV000307,PO00265,V0074,Procurement,2024-10-12,2024-11-19,9831300.0,Bank Transfer,EMP0051,PAID,0,0,0,0,0,0,0,EMP0051,Vikram Patel,Sales,VP,10000000,0,0.98313
INV000072,PO00058,V0114,IT,2024-09-17,2024-10-18,125100.0,Bank Transfer,EMP0051,Paid,0,0,0,0,0,0,0,EMP0051,Vikram Patel,Sales,VP,10000000,0,0.01251
INV000384,PO00329,V0001,Admin,2025-02-04,2025-04-09,95000.0,NEFT/RTGS,EMP0008,paid,0,0,0,0,0,0,0,EMP0008,Vikram Nair,Production,Senior Manager,1500000,0,0.06333333333333334
INV000225,PO00196,V0047,Finance,2024-07-08,2024-08-16,53400.0,Cheque,EMP0056,PAID,0,0,0,0,0,0,0,EMP0056,Pooja Iyer,IT,AVP,3000000,0,0.0178
INV000407,PO00352,V0111,Production,2025-02-05,2025-02-25,61800.0,Cheque,EMP0029,Paid,0,0,0,0,0,0,0,EMP0029,Deepak Chauhan,Admin,Manager,500000,0,0.1236
INV000608,,V0120,HR,2024-05-20,2024-06-28,4900.0,,EMP0003,PAID,0,0,0,1,0,0,0,EMP0003,Amit Reddy,Procurement,Manager,500000,0,0.0098
INV000192,PO00163,V0086,IT,2024-06-25,2024-08-22,170300.0,Cheque,EMP0056,Paid,0,0,0,0,0,0,0,EMP0056,Pooja Iyer,IT,AVP,3000000,0,0.05676666666666667
INV000516,PO00452,V0028,Logistics,2024-06-12,2024-07-21,436600.0,Bank Transfer,EMP0035,Paid,0,0,0,0,0,0,0,EMP0035,Anil Rao,Maintenance,VP,10000000,0,0.04366
INV000217,PO00187,V0042,Procurement,2024-04-25,2024-06-29,30900.0,,EMP0036,paid,0,0,0,0,0,0,0,EMP0036,Sanjay Chauhan,Maintenance,Senior Manager,1500000,0,0.0206
INV000003,PO00002,V0031,Production,2024-05-22,2024-07-01,497400.0,Bank Transfer,EMP0055,Paid,0,0,0,0,0,0,0,EMP0055,Manoj Patel,Quality,Manager,500000,0,0.9948
INV000372,PO00318,V0119,Procurement,2024-11-11,2025-01-05,207700.0,NEFT/RTGS,EMP0036,PAID,0,0,0,0,0,0,0,EMP0036,Sanjay Chauhan,Maintenance,Senior Manager,1500000,0,0.13846666666666665
INV000005,PO00002,V0031,Production,2024-05-31,2024-07-02,4557.0,Cheque,EMP0055,Paid,0,0,0,0,0,0,0,EMP0055,Manoj Patel,Quality,Manager,500000,0,0.009114
INV000205,PO00176,V0056,Logistics,2024-06-03,2024-08-04,56600.0,Cheque,EMP0004,Paid,0,0,0,0,0,0,0,EMP0004,Sameer Chauhan,Admin,Manager,500000,0,0.1132
INV000598,,V0122,Sales,2024-05-14,2024-05-28,19600.0,Bank Transfer,EMP0018,paid,0,0,0,1,0,0,0,EMP0018,Neha Reddy,Sales,Manager,500000,0,0.0392
INV000026,PO00020,V0081,HR,2025-03-29,2025-06-03,1457900.0,Bank Transfer,EMP0036,Paid,0,0,0,0,0,0,0,EMP0036,Sanjay Chauhan,Maintenance,Senior Manager,1500000,0,0.9719333333333333
INV000195,PO00166,V0125,Finance,2024-09-24,2024-10-31,8700.0,,EMP0035,Paid,0,0,0,0,0,0,0,EMP0035,Anil Rao,Maintenance,VP,10000000,0,0.00087
INV000047,PO00038,V0115,IT,2024-11-10,2025-01-01,7700.0,Bank Transfer,EMP0035,paid,0,0,0,0,0,0,0,EMP0035,Anil Rao,Maintenance,VP,10000000,0,0.00077
INV000268,PO00235,V0087,Quality,2025-03-12,2025-05-18,13500.0,Bank Transfer,EMP0031,Paid,0,0,0,0,0,0,0,EMP0031,Anjali Singh,Logistics,Manager,500000,0,0.027
INV000511,PO00449,V0069,Production,2025-03-04,2025-03-19,15200.0,Cheque,EMP0029,paid,0,0,0,0,0,0,0,EMP0029,Deepak Chauhan,Admin,Manager,500000,0,0.0304
INV000610,,V0096,IT,2024-08-15,2024-08-26,35800.0,Cheque,EMP0054,PAID,0,0,0,1,0,0,0,EMP0054,Deepak Singh,Production,AVP,3000000,0,0.011933333333333334
INV000400,PO00344,V0022,Admin,2024-07-21,2024-08-17,9200.0,Bank Transfer,EMP0003,PAID,0,0,0,0,0,0,0,EMP0003,Amit Reddy,Procurement,Manager,500000,0,0.0184
INV000116,PO00097,V0091,Quality,2025-03-01,2025-04-08,37100.0,Bank Transfer,EMP0026,PAID,0,0,0,0,0,0,0,EMP0026,Priya Rao,Procurement,Senior Manager,1500000,0,0.024733333333333333
INV000375,PO00321,V0028,HR,2024-04-13,2024-05-14,20056.0,Cheque,EMP0035,paid,0,0,0,0,0,0,0,EMP0035,Anil Rao,Maintenance,VP,10000000,0,0.0020056
INV000452,PO00395,V0096,Production,2024-08-25,2024-09-24,41100.0,NEFT/RTGS,EMP0054,Paid,0,0,0,0,0,0,0,EMP0054,Deepak Singh,Production,AVP,3000000,0,0.0137
INV000533,PO00470,V0079,Admin,2024-11-30,2025-01-30,46575.0,Bank Transfer,EMP0034,paid,0,0,0,0,0,0,0,EMP0034,Ravi Reddy,HR,AVP,3000000,0,0.015525
INV000332,PO00283,V0067,Sales,2025-03-26,2025-05-20,55400.0,Bank Transfer,EMP0035,paid,0,0,0,0,0,0,0,EMP0035,Anil Rao,Maintenance,VP,10000000,0,0.00554
INV000172,PO00145,V0022,Maintenance,2024-08-25,2024-09-27,22200.0,Bank Transfer,EMP0003,paid,0,0,0,0,0,0,0,EMP0003,Amit Reddy,Procurement,Manager,500000,0,0.0444
INV000018,PO00012,V0043,Admin,2024-12-13,2025-01-18,181800.0,Cheque,EMP0021,Paid,0,0,0,0,0,0,0,EMP0021,Ajay Sharma,Admin,Manager,500000,0,0.3636
INV000133,PO00112,V0057,Maintenance,2025-03-30,2025-05-07,46700.0,Bank Transfer,EMP0026,paid,0,0,0,0,0,0,0,EMP0026,Priya Rao,Procurement,Senior Manager,1500000,0,0.031133333333333332
INV000259,PO00227,V0106,Production,2024-06-20,2024-08-11,34500.0,Bank Transfer,EMP0049,PAID,0,0,0,0,0,0,0,EMP0049,Deepak Malhotra,HR,Manager,500000,0,0.069
INV000319,PO00274,V0103,Maintenance,2025-02-28,2025-04-07,8372.0,Bank Transfer,EMP0008,PAID,0,0,0,0,0,0,0,EMP0008,Vikram Nair,Production,Senior Manager,1500000,0,0.005581333333333333
INV000428,PO00374,V0068,IT,2025-03-02,2025-04-06,738.0,Bank Transfer,EMP0003,PAID,0,0,0,0,0,0,0,EMP0003,Amit Reddy,Procurement,Manager,500000,0,0.001476
INV000103,PO00085,V0084,Production,2024-07-08,2024-08-14,2555.0,Bank Transfer,EMP0008,Paid,0,0,0,0,0,0,0,EMP0008,Vikram Nair,Production,Senior Manager,1500000,0,0.0017033333333333334
INV000282,PO00247,V0088,Finance,2024-10-08,2024-10-20,6786.0,Bank Transfer,EMP0026,Paid,0,0,0,0,0,0,0,EMP0026,Priya Rao,Procurement,Senior Manager,1500000,0,0.004524
INV000597,,V0014,Procurement,2024-07-02,2024-08-09,488500.0,Cheque,EMP0039,Paid,0,0,0,1,0,0,0,EMP0039,Rajesh Iyer,Quality,Manager,500000,0,0.977
INV000163,PO00137,V0046,Sales,2024-07-09,2024-09-12,16800.0,NEFT/RTGS,EMP0035,Paid,0,0,0,0,0,0,0,EMP0035,Anil Rao,Maintenance,VP,10000000,0,0.00168
INV000337,PO00287,V0078,Maintenance,2025-02-16,2025-04-20,111200.0,Bank Transfer,EMP0044,paid,0,0,0,0,0,0,0,EMP0044,Vivek Verma,Maintenance,AVP,3000000,0,0.037066666666666664
INV000276,PO00241,V0031,Logistics,2024-12-27,2025-01-26,77200.0,NEFT/RTGS,EMP0055,Paid,0,0,0,0,0,0,0,EMP0055,Manoj Patel,Quality,Manager,500000,0,0.1544
INV000526,PO00462,V0003,Procurement,2025-03-26,2025-05-04,6600.0,NEFT/RTGS,EMP0048,paid,0,0,0,0,0,0,0,EMP0048,Ravi Joshi,Sales,Manager,500000,0,0.0132
INV000622,,V0106,IT,2024-11-05,2024-11-30,46900.0,Bank Transfer,EMP0049,Paid,0,0,0,1,0,0,0,EMP0049,Deepak Malhotra,HR,Manager,500000,0,0.0938
INV000367,PO00313,V0032,Maintenance,2024-08-22,2024-09-26,105100.0,Bank Transfer,EMP0056,Paid,0,0,0,0,0,0,0,EMP0056,Pooja Iyer,IT,AVP,3000000,0,0.03503333333333333
INV000142,PO00121,V0057,Admin,2024-12-18,2025-01-26,20000.0,Bank Transfer,EMP0026,paid,0,0,0,0,0,0,0,EMP0026,Priya Rao,Procurement,Senior Manager,1500000,0,0.013333333333333334
INV000191,PO00161,V0111,Quality,2024-09-14,2024-09-29,65900.0,Cheque,EMP0029,paid,0,0,0,0,0,0,0,EMP0029,Deepak Chauhan,Admin,Manager,500000,0,0.1318
INV000179,PO00153,V0079,Admin,2024-06-29,2024-09-04,97400.0,Bank Transfer,EMP0034,Paid,0,0,0,0,0,0,0,EMP0034,Ravi Reddy,HR,AVP,3000000,0,0.032466666666666665
INV000085,PO00069,V0085,Production,2024-08-29,2024-10-20,89600.0,Bank Transfer,EMP0003,paid,0,0,0,0,0,0,0,EMP0003,Amit Reddy,Procurement,Manager,500000,0,0.1792
INV000602,,V0119,Quality,2024-05-30,2024-06-07,12800.0,Cheque,EMP0036,Paid,0,0,0,1,0,0,0,EMP0036,Sanjay Chauhan,Maintenance,Senior Manager,1500000,0,0.008533333333333334
INV000045,PO00036,V0024,Admin,2025-03-28,2025-05-07,200000.0,Bank Transfer,EMP0002,paid,0,0,0,0,0,0,0,EMP0002,Varun Gupta,Production,AVP,3000000,0,0.06666666666666667
INV000501,PO00440,V0097,Quality,2024-12-21,2025-01-22,250800.0,NEFT/RTGS,EMP0034,PAID,0,0,0,0,0,0,0,EMP0034,Ravi Reddy,HR,AVP,3000000,0,0.0836
INV000137,PO00116,V0050,Production,2025-03-30,2025-04-19,7252.0,Bank Transfer,EMP0039,Paid,0,0,0,0,0,0,0,EMP0039,Rajesh Iyer,Quality,Manager,500000,0,0.014504
INV000294,PO00256,V0069,Sales,2024-11-25,2024-12-15,200000.0,Cheque,EMP0029,paid,0,0,0,0,0,0,0,EMP0029,Deepak Chauhan,Admin,Manager,500000,0,0.4
INV000495,PO00435,V0026,Quality,2025-02-14,2025-02-28,52300.0,Bank Transfer,EMP0031,PAID,0,0,0,0,0,0,0,EMP0031,Anjali Singh,Logistics,Manager,500000,0,0.1046
INV000136,PO00114,V0117,HR,2024-04-26,2024-06-12,492100.0,Bank Transfer,EMP0009,paid,0,0,0,0,0,0,0,EMP0009,Sameer Gupta,Sales,Manager,500000,0,0.9842
INV000590,PO00516,V0096,HR,2024-09-17,2024-10-18,33800.0,Bank Transfer,EMP0054,paid,0,0,0,0,0,0,0,EMP0054,Deepak Singh,Production,AVP,3000000,0,0.011266666666666666
INV000234,PO00205,V0043,Finance,2024-12-02,2025-01-11,2944.0,Bank Transfer,EMP0021,PAID,0,0,0,0,0,0,0,EMP0021,Ajay Sharma,Admin,Manager,500000,0,0.005888
INV000267,PO00234,V0114,Logistics,2025-03-30,2025-05-09,35900.0,NEFT/RTGS,EMP0051,Paid,0,0,0,0,0,0,0,EMP0051,Vikram Patel,Sales,VP,10000000,0,0.00359
INV000027,PO00020,V0081,HR,2025-03-26,2025-06-01,51552.0,Bank Transfer,EMP0036,paid,0,0,0,0,0,0,0,EMP0036,Sanjay Chauhan,Maintenance,Senior Manager,1500000,0,0.034368
INV000184,PO00157,V0005,Finance,2024-09-10,2024-11-04,8235.0,Bank Transfer,EMP0008,Paid,0,0,0,0,0,0,0,EMP0008,Vikram Nair,Production,Senior Manager,1500000,0,0.00549
INV000363,PO00309,V0097,Admin,2024-08-16,2024-09-13,27400.0,Bank Transfer,EMP0034,PAID,0,0,0,0,0,0,0,EMP0034,Ravi Reddy,HR,AVP,3000000,0,0.009133333333333334
INV000143,PO00122,V0055,Admin,2024-05-31,2024-06-23,45500.0,Bank Transfer,EMP0002,Paid,0,0,0,0,0,0,0,EMP0002,Varun Gupta,Production,AVP,3000000,0,0.015166666666666667
INV000488,PO00428,V0129,Production,2024-09-22,2024-10-25,44000.0,Bank Transfer,EMP0055,paid,0,0,0,0,0,0,0,EMP0055,Manoj Patel,Quality,Manager,500000,0,0.088
INV000350,PO00298,V0080,Sales,2025-02-05,2025-02-23,9701500.0,Bank Transfer,EMP0051,PAID,0,0,0,0,0,0,0,EMP0051,Vikram Patel,Sales,VP,10000000,0,0.97015
INV000408,PO00354,V0072,Finance,2024-11-29,2025-02-03,136600.0,NEFT/RTGS,EMP0030,paid,0,0,0,0,0,0,0,EMP0030,Manoj Malhotra,Maintenance,Junior Officer,100000,1,1.366
INV000641,PO00405,V0017,Maintenance,2025-03-25,2025-04-12,114789.0,Cheque,EMP0021,Paid,0,0,0,0,0,0,0,EMP0021,Ajay Sharma,Admin,Manager,500000,0,0.229578
INV000260,PO00228,V0069,Quality,2024-04-27,2024-05-10,45700.0,Bank Transfer,EMP0029,PAID,0,0,0,0,0,0,0,EMP0029,Deepak Chauhan,Admin,Manager,500000,0,0.0914
INV000044,PO00035,V0099,HR,2025-03-15,2025-05-11,56200.0,Bank Transfer,EMP0046,Paid,0,0,0,0,0,0,0,EMP0046,Nikhil Gupta,Quality,Manager,500000,0,0.1124
INV000579,PO00507,V0087,Procurement,2025-02-08,2025-04-13,174654.0,Bank Transfer,EMP0031,Paid,0,0,0,0,0,0,0,EMP0031,Anjali Singh,Logistics,Manager,500000,0,0.349308
INV000527,PO00463,V0019,Procurement,2025-01-12,2025-03-17,181100.0,Bank Transfer,EMP0021,PAID,0,0,0,0,0,0,0,EMP0021,Ajay Sharma,Admin,Manager,500000,0,0.3622
INV000636,,V0036,Sales,2024-12-09,2024-12-19,134100.0,Cheque,EMP0008,PAID,0,0,0,1,0,0,0,EMP0008,Vikram Nair,Production,Senior Manager,1500000,0,0.0894
INV000125,PO00103,V0064,Finance,2024-06-10,2024-07-05,106500.0,NEFT/RTGS,EMP0046,Paid,0,0,0,0,0,0,0,EMP0046,Nikhil Gupta,Quality,Manager,500000,0,0.213
INV000629,,V0127,Production,2024-11-13,2024-12-04,10500.0,Bank Transfer,EMP0052,Paid,0,0,0,1,0,0,0,EMP0052,Suresh Kapoor,HR,Senior Manager,1500000,0,0.007
INV000351,PO00299,V0074,Admin,2025-03-30,2025-04-29,9700.0,Cheque,EMP0051,Paid,0,0,0,0,0,0,0,EMP0051,Vikram Patel,Sales,VP,10000000,0,0.00097
INV000231,PO00202,V0096,Procurement,2025-02-14,2025-03-23,2969600.0,NEFT/RTGS,EMP0054,Paid,0,0,0,0,0,0,0,EMP0054,Deepak Singh,Production,AVP,3000000,0,0.9898666666666667
INV000006,PO00003,V0105,Quality,2024-11-10,2024-12-20,43400.0,Bank Transfer,EMP0035,Paid,0,0,0,0,0,0,0,EMP0035,Anil Rao,Maintenance,VP,10000000,0,0.00434
INV000262,PO00230,V0018,IT,2025-03-04,2025-04-03,4200.0,NEFT/RTGS,EMP0013,PAID,0,0,0,0,0,0,0,EMP0013,Kavita Iyer,Quality,Senior Manager,1500000,0,0.0028
INV000630,,V0087,Sales,2024-05-08,2024-05-17,340900.0,Cheque,EMP0031,Paid,0,0,0,1,0,0,0,EMP0031,Anjali Singh,Logistics,Manager,500000,0,0.6818
INV000406,PO00351,V0029,Quality,2024-05-09,2024-06-25,15951.0,Bank Transfer,EMP0056,Paid,0,0,0,0,0,0,0,EMP0056,Pooja Iyer,IT,AVP,3000000,0,0.005317
INV000635,PO00239,V0049,Finance,2025-02-16,2025-03-01,6707.0,Bank Transfer,EMP0053,paid,0,0,0,0,0,0,0,EMP0053,Manoj Sharma,Admin,AVP,3000000,0,0.0022356666666666666
INV000626,,V0036,Sales,2024-12-08,2024-12-25,134100.0,Cheque,EMP0008,Paid,0,0,0,1,0,0,0,EMP0008,Vikram Nair,Production,Senior Manager,1500000,0,0.0894
INV000118,PO00099,V0055,Admin,2024-10-23,2024-11-11,6552.0,Bank Transfer,EMP0002,Paid,0,0,0,0,0,0,0,EMP0002,Varun Gupta,Production,AVP,3000000,0,0.002184
INV000308,PO00266,V0052,HR,2024-12-12,2025-02-02,28200.0,Bank Transfer,EMP0055,PAID,0,0,0,0,0,0,0,EMP0055,Manoj Patel,Quality,Manager,500000,0,0.0564
INV000126,PO00104,V0050,Sales,2024-06-30,2024-07-13,30200.0,Bank Transfer,EMP0039,Paid,0,0,0,0,0,0,0,EMP0039,Rajesh Iyer,Quality,Manager,500000,0,0.0604
INV000586,PO00514,V0084,HR,2025-03-26,2025-04-22,18600.0,Bank Transfer,EMP0008,paid,0,0,0,0,0,0,0,EMP0008,Vikram Nair,Production,Senior Manager,1500000,0,0.0124
INV000565,PO00494,V0006,Admin,2024-06-14,2024-08-23,82600.0,NEFT/RTGS,EMP0054,paid,0,0,0,0,0,0,0,EMP0054,Deepak Singh,Production,AVP,3000000,0,0.027533333333333333
INV000296,PO00258,V0085,Production,2024-09-12,2024-10-27,481900.0,Bank Transfer,EMP0003,PAID,0,0,0,0,0,0,0,EMP0003,Amit Reddy,Procurement,Manager,500000,0,0.9638
INV000155,PO00129,V0008,Logistics,2024-10-17,2024-11-13,3400.0,NEFT/RTGS,EMP0031,Paid,0,0,0,0,0,0,0,EMP0031,Anjali Singh,Logistics,Manager,500000,0,0.0068
INV000076,PO00061,V0042,Production,2025-01-26,2025-03-26,17150.0,Bank Transfer,EMP0036,paid,0,0,0,0,0,0,0,EMP0036,Sanjay Chauhan,Maintenance,Senior Manager,1500000,0,0.011433333333333334
INV000174,PO00147,V0067,Production,2025-02-08,2025-04-05,27900.0,Cheque,EMP0035,paid,0,0,0,0,0,0,0,EMP0035,Anil Rao,Maintenance,VP,10000000,0,0.00279
INV000542,PO00477,V0126,Admin,2024-10-11,2024-11-07,29800.0,NEFT/RTGS,EMP0009,Paid,0,0,0,0,0,0,0,EMP0009,Sameer Gupta,Sales,Manager,500000,0,0.0596
INV000052,PO00043,V0102,Sales,2025-03-03,2025-04-06,500000.0,Bank Transfer,EMP0009,Paid,0,0,0,0,0,0,0,EMP0009,Sameer Gupta,Sales,Manager,500000,0,1.0
INV000457,PO00401,V0001,Maintenance,2024-10-28,2024-12-31,62300.0,Bank Transfer,EMP0008,Paid,0,0,0,0,0,0,0,EMP0008,Vikram Nair,Production,Senior Manager,1500000,0,0.04153333333333333
INV000289,PO00251,V0123,Logistics,2024-05-15,2024-05-31,23000.0,Bank Transfer,EMP0046,paid,0,0,0,0,0,0,0,EMP0046,Nikhil Gupta,Quality,Manager,500000,0,0.046
INV000632,PO00384,V0101,Sales,2025-03-27,2025-04-12,40800.0,Bank Transfer,EMP0013,paid,0,0,0,0,0,0,0,EMP0013,Kavita Iyer,Quality,Senior Manager,1500000,0,0.0272
INV000203,PO00175,V0109,HR,2024-07-06,2024-08-19,14235.0,Bank Transfer,EMP0012,Paid,0,0,0,0,0,0,0,EMP0012,Arjun Mehta,Production,VP,10000000,0,0.0014235
INV000306,PO00265,V0074,Procurement,2024-10-21,2024-11-19,1652.0,Bank Transfer,EMP0051,Paid,0,0,0,0,0,0,0,EMP0051,Vikram Patel,Sales,VP,10000000,0,0.0001652
INV000058,PO00048,V0087,IT,2024-04-21,2024-06-22,23700.0,Bank Transfer,EMP0031,paid,0,0,0,0,0,0,0,EMP0031,Anjali Singh,Logistics,Manager,500000,0,0.0474
INV000164,PO00138,V0017,Maintenance,2024-08-13,2024-10-09,70300.0,Cheque,EMP0021,PAID,0,0,0,0,0,0,0,EMP0021,Ajay Sharma,Admin,Manager,500000,0,0.1406
INV000509,PO00447,V0027,Admin,2024-08-12,2024-09-09,74800.0,NEFT/RTGS,EMP0003,paid,0,0,0,0,0,0,0,EMP0003,Amit Reddy,Procurement,Manager,500000,0,0.1496
INV000236,PO00205,V0043,Finance,2024-11-28,2025-01-07,368.0,Bank Transfer,EMP0021,Paid,0,0,0,0,0,0,0,EMP0021,Ajay Sharma,Admin,Manager,500000,0,0.000736
INV000618,,V0111,Production,2025-02-01,2025-02-13,74300.0,Bank Transfer,EMP0029,Paid,0,0,0,1,0,0,0,EMP0029,Deepak Chauhan,Admin,Manager,500000,0,0.1486
INV000605,,V0128,Quality,2024-11-29,2024-12-20,106100.0,Cheque,EMP0010,Paid,0,0,0,1,0,0,0,EMP0010,Suresh Singh,IT,Manager,500000,0,0.2122
INV000572,PO00501,V0048,IT,2025-01-06,2025-03-11,47000.0,Bank Transfer,EMP0063,Paid,0,0,0,0,0,0,0,EMP0063,Rajesh Chauhan,Maintenance,Senior Manager,1500000,0,0.03133333333333333
INV000343,PO00293,V0052,Maintenance,2024-07-27,2024-09-16,94000.0,Bank Transfer,EMP0055,Paid,0,0,0,0,0,0,0,EMP0055,Manoj Patel,Quality,Manager,500000,0,0.188
INV000094,PO00076,V0096,Logistics,2024-06-13,2024-07-22,160200.0,Bank Transfer,EMP0054,Paid,0,0,0,0,0,0,0,EMP0054,Deepak Singh,Production,AVP,3000000,0,0.0534
INV000621,,V0099,Logistics,2024-11-26,2024-12-05,62600.0,Cheque,EMP0046,Paid,0,0,0,1,0,0,0,EMP0046,Nikhil Gupta,Quality,Manager,500000,0,0.1252
INV000302,PO00262,V0046,Sales,2024-06-02,2024-08-10,47272.0,NEFT/RTGS,EMP0035,Paid,0,0,0,0,0,0,0,EMP0035,Anil Rao,Maintenance,VP,10000000,0,0.0047272
INV000514,PO00450,V0098,Sales,2024-12-25,2025-01-09,19720.0,Bank Transfer,EMP0009,Paid,0,0,0,0,0,0,0,EMP0009,Sameer Gupta,Sales,Manager,500000,0,0.03944
INV000149,PO00124,V0103,Quality,2024-11-18,2024-12-26,8180.0,Bank Transfer,EMP0008,paid,0,0,0,0,0,0,0,EMP0008,Vikram Nair,Production,Senior Manager,1500000,0,0.0054533333333333335
