PO_ID,VendorID,PO_Date,Department_PO,PO_Amount_INR,RaisedBy,ApprovedBy,Missing_Vendor_Flag,Missing_Approver_Flag,Invalid_PO_Amount_Flag,Invalid_Vendor_Flag,EmployeeID,EmployeeName,Department_Employee,Role,ApprovalLimit_INR,PO_Approval_Limit_Breach_Flag,PO_Limit_Utilization
PO00176,V0056,2024-05-12,Logistics,56600,EMP0043,EMP0004,0,0,0,0,EMP0004,Sameer Chauhan,Admin,Manager,500000,0,0.1132
PO00177,V0124,2025-02-18,Quality,30200,EMP0041,EMP0008,0,0,0,0,EMP0008,Vikram Nair,Production,Senior Manager,1500000,0,0.020133333333333333
PO00178,V0119,2025-02-19,Procurement,47600,EMP0001,EMP0036,0,0,0,0,EMP0036,Sanjay Chauhan,Maintenance,Senior Manager,1500000,0,0.031733333333333336
PO00179,V0092,2024-11-18,IT,74800,EMP0027,EMP0009,0,0,0,0,EMP0009,Sameer Gupta,Sales,Manager,500000,0,0.1496
PO00180,V0034,2024-06-26,Sales,21500,EMP0021,EMP0044,0,0,0,0,EMP0044,Vivek Verma,Maintenance,AVP,3000000,0,0.007166666666666667
PO00181,V0063,2024-12-07,Production,36800,EMP0017,EMP0010,0,0,0,0,EMP0010,Suresh Singh,IT,Manager,500000,0,0.0736
PO00182,V0019,2025-02-09,Finance,45700,EMP0055,EMP0021,0,0,0,0,EMP0021,Ajay Sharma,Admin,Manager,500000,0,0.0914
PO00183,V0096,2024-10-24,Finance,48400,EMP0062,EMP0054,0,0,0,0,EMP0054,Deepak Singh,Production,AVP,3000000,0,0.016133333333333333
PO00184,V0122,2024-10-14,Procurement,24800,EMP0005,EMP0018,0,0,0,0,EMP0018,Neha Reddy,Sales,Manager,500000,0,0.0496
PO00185,V0093,2024-12-30,Maintenance,114200,EMP0048,EMP0051,0,0,0,0,EMP0051,Vikram Patel,Sales,VP,10000000,0,0.01142
PO00186,V0106,2024-04-08,HR,78400,EMP0025,EMP0049,0,0,0,0,EMP0049,Deepak Malhotra,HR,Manager,500000,0,0.1568
PO00187,V0042,2024-04-10,Procurement,30900,EMP0032,EMP0036,0,0,0,0,EMP0036,Sanjay Chauhan,Maintenance,Senior Manager,1500000,0,0.0206
PO00188,V0040,2024-07-25,HR,52600,EMP0040,EMP0063,0,0,0,0,EMP0063,Rajesh Chauhan,Maintenance,Senior Manager,1500000,0,0.03506666666666667
PO00189,V0019,2024-06-06,Production,24000,EMP0050,EMP0021,0,0,0,0,EMP0021,Ajay Sharma,Admin,Manager,500000,0,0.048
PO00190,V0041,2024-12-14,Sales,15500,EMP0040,EMP0046,0,0,0,0,EMP0046,Nikhil Gupta,Quality,Manager,500000,0,0.031
PO00191,V0082,2024-06-25,Production,71200,EMP0006,EMP0012,0,0,0,0,EMP0012,Arjun Mehta,Production,VP,10000000,0,0.00712
PO00192,V0110,2024-08-31,IT,13300,EMP0059,EMP0044,0,0,0,0,EMP0044,Vivek Verma,Maintenance,AVP,3000000,0,0.004433333333333333
PO00193,V0013,2024-12-23,Sales,56600,EMP0044,EMP0018,0,0,0,0,EMP0018,Neha Reddy,Sales,Manager,500000,0,0.1132
PO00194,V0103,2024-11-09,Quality,14700,EMP0044,EMP0008,0,0,0,0,EMP0008,Vikram Nair,Production,Senior Manager,1500000,0,0.0098
PO00195,V0064,2024-12-07,HR,89900,EMP0025,EMP0046,0,0,0,0,EMP0046,Nikhil Gupta,Quality,Manager,500000,0,0.1798
PO00196,V0047,2024-06-24,Finance,53400,EMP0003,EMP0056,0,0,0,0,EMP0056,Pooja Iyer,IT,AVP,3000000,0,0.0178
PO00197,V0002,2024-07-26,Maintenance,40900,EMP0017,EMP0026,0,0,0,0,EMP0026,Priya Rao,Procurement,Senior Manager,1500000,0,0.027266666666666668
PO00198,V0031,2024-07-18,Procurement,66900,EMP0065,EMP0055,0,0,0,0,EMP0055,Manoj Patel,Quality,Manager,500000,0,0.1338
PO00199,V0097,2024-06-26,Production,14700,EMP0047,EMP0034,0,0,0,0,EMP0034,Ravi Reddy,HR,AVP,3000000,0,0.0049
PO00200,V0118,2025-03-31,Procurement,48000,EMP0049,EMP0026,0,0,0,0,EMP0026,Priya Rao,Procurement,Senior Manager,1500000,0,0.032
PO00201,V0011,2025-02-22,IT,112200,EMP0007,EMP0048,0,0,0,0,EMP0048,Ravi Joshi,Sales,Manager,500000,0,0.2244
PO00202,V0096,2025-01-30,Procurement,116500,EMP0014,EMP0054,0,0,0,0,EMP0054,Deepak Singh,Production,AVP,3000000,0,0.03883333333333333
PO00203,V0060,2025-03-01,Procurement,18100,EMP0007,EMP0018,0,0,0,0,EMP0018,Neha Reddy,Sales,Manager,500000,0,0.0362
PO00204,V0107,2025-03-20,Production,70200,EMP0054,EMP0049,0,0,0,0,EMP0049,Deepak Malhotra,HR,Manager,500000,0,0.1404
PO00205,V0043,2024-11-14,Finance,36800,EMP0016,EMP0021,0,0,0,0,EMP0021,Ajay Sharma,Admin,Manager,500000,0,0.0736
PO00206,V0068,2025-01-06,IT,16800,EMP0061,EMP0003,0,0,0,0,EMP0003,Amit Reddy,Procurement,Manager,500000,0,0.0336
PO00207,V0016,2025-03-26,Quality,32800,EMP0027,EMP0063,0,0,0,0,EMP0063,Rajesh Chauhan,Maintenance,Senior Manager,1500000,0,0.021866666666666666
PO00208,V0079,2025-03-22,Procurement,18700,EMP0039,EMP0034,0,0,0,0,EMP0034,Ravi Reddy,HR,AVP,3000000,0,0.006233333333333333
PO00209,V0124,2024-11-02,Production,138500,EMP0035,EMP0008,0,0,0,0,EMP0008,Vikram Nair,Production,Senior Manager,1500000,0,0.09233333333333334
PO00210,V0084,2025-02-13,Sales,14200,EMP0018,EMP0008,0,0,0,0,EMP0008,Vikram Nair,Production,Senior Manager,1500000,0,0.009466666666666667
PO00211,V0061,2024-11-01,Production,18800,EMP0016,EMP0029,0,0,0,0,EMP0029,Deepak Chauhan,Admin,Manager,500000,0,0.0376
PO00212,V0033,2024-08-23,Production,39100,EMP0014,EMP0009,0,0,0,0,EMP0009,Sameer Gupta,Sales,Manager,500000,0,0.0782
PO00213,V0003,2024-12-11,Maintenance,112200,EMP0026,EMP0048,0,0,0,0,EMP0048,Ravi Joshi,Sales,Manager,500000,0,0.2244
PO00214,V0028,2024-08-13,Admin,95700,EMP0026,EMP0035,0,0,0,0,EMP0035,Anil Rao,Maintenance,VP,10000000,0,0.00957
PO00215,V0122,2024-10-01,Finance,87400,EMP0038,EMP0018,0,0,0,0,EMP0018,Neha Reddy,Sales,Manager,500000,0,0.1748
PO00216,V0109,2024-06-22,Procurement,5400,EMP0064,EMP0012,0,0,0,0,EMP0012,Arjun Mehta,Production,VP,10000000,0,0.00054
PO00217,V0104,2024-07-16,Logistics,101900,EMP0043,EMP0029,0,0,0,0,EMP0029,Deepak Chauhan,Admin,Manager,500000,0,0.2038
PO00218,V0038,2024-07-30,Procurement,29300,EMP0002,EMP0063,0,0,0,0,EMP0063,Rajesh Chauhan,Maintenance,Senior Manager,1500000,0,0.019533333333333333
PO00219,V0058,2025-03-10,Production,60800,EMP0015,EMP0031,0,0,0,0,EMP0031,Anjali Singh,Logistics,Manager,500000,0,0.1216
PO00220,V0070,2025-01-19,Logistics,110400,EMP0020,EMP0039,0,0,0,0,EMP0039,Rajesh Iyer,Quality,Manager,500000,0,0.2208
PO00221,V0092,2024-05-17,Admin,23300,EMP0010,EMP0009,0,0,0,0,EMP0009,Sameer Gupta,Sales,Manager,500000,0,0.0466
PO00222,V0089,2024-05-22,IT,74100,EMP0030,EMP0053,0,0,0,0,EMP0053,Manoj Sharma,Admin,AVP,3000000,0,0.0247
PO00223,V0126,2024-11-20,IT,29300,EMP0034,EMP0009,0,0,0,0,EMP0009,Sameer Gupta,Sales,Manager,500000,0,0.0586
PO00224,V0009,2024-11-24,Procurement,120600,EMP0013,EMP0034,0,0,0,0,EMP0034,Ravi Reddy,HR,AVP,3000000,0,0.0402
PO00225,V0055,2024-06-29,Procurement,110500,EMP0038,EMP0002,0,0,0,0,EMP0002,Varun Gupta,Production,AVP,3000000,0,0.036833333333333336
PO00226,V0130,2024-10-02,HR,36300,EMP0055,EMP0026,0,0,0,0,EMP0026,Priya Rao,Procurement,Senior Manager,1500000,0,0.0242
PO00227,V0106,2024-05-30,Production,34500,EMP0006,EMP0049,0,0,0,0,EMP0049,Deepak Malhotra,HR,Manager,500000,0,0.069
PO00228,V0069,2024-04-05,Quality,45700,EMP0022,EMP0029,0,0,0,0,EMP0029,Deepak Chauhan,Admin,Manager,500000,0,0.0914
PO00229,V0092,2024-09-16,HR,28500,EMP0057,EMP0009,0,0,0,0,EMP0009,Sameer Gupta,Sales,Manager,500000,0,0.057
PO00230,V0018,2025-02-13,IT,4200,EMP0012,EMP0013,0,0,0,0,EMP0013,Kavita Iyer,Quality,Senior Manager,1500000,0,0.0028
PO00231,V0100,2024-10-08,HR,101100,EMP0024,EMP0031,0,0,0,0,EMP0031,Anjali Singh,Logistics,Manager,500000,0,0.2022
PO00232,V0077,2024-05-29,Finance,43700,EMP0052,EMP0004,0,0,0,0,EMP0004,Sameer Chauhan,Admin,Manager,500000,0,0.0874
PO00233,V0125,2024-11-20,IT,457600,EMP0050,EMP0035,0,0,0,0,EMP0035,Anil Rao,Maintenance,VP,10000000,0,0.04576
PO00234,V0114,2025-03-20,Logistics,35900,EMP0054,EMP0051,0,0,0,0,EMP0051,Vikram Patel,Sales,VP,10000000,0,0.00359
PO00235,V0087,2025-02-27,Quality,13500,EMP0015,EMP0031,0,0,0,0,EMP0031,Anjali Singh,Logistics,Manager,500000,0,0.027
PO00236,V0099,2024-06-07,Procurement,11900,EMP0021,EMP0046,0,0,0,0,EMP0046,Nikhil Gupta,Quality,Manager,500000,0,0.0238
PO00237,V0091,2024-05-24,Finance,12000,EMP0062,EMP0026,0,0,0,0,EMP0026,Priya Rao,Procurement,Senior Manager,1500000,0,0.008
PO00238,V0116,2025-01-17,Logistics,133700,EMP0024,EMP0008,0,0,0,0,EMP0008,Vikram Nair,Production,Senior Manager,1500000,0,0.08913333333333333
PO00239,V0049,2025-02-07,Finance,35300,EMP0046,EMP0053,0,0,0,0,EMP0053,Manoj Sharma,Admin,AVP,3000000,0,0.011766666666666667
PO00240,V0081,2025-02-08,Procurement,75800,EMP0017,EMP0036,0,0,0,0,EMP0036,Sanjay Chauhan,Maintenance,Senior Manager,1500000,0,0.05053333333333333
PO00241,V0031,2024-12-04,Logistics,77200,EMP0015,EMP0055,0,0,0,0,EMP0055,Manoj Patel,Quality,Manager,500000,0,0.1544
PO00242,V0032,2024-10-28,Logistics,85100,EMP0006,EMP0056,0,0,0,0,EMP0056,Pooja Iyer,IT,AVP,3000000,0,0.028366666666666665
PO00243,V0097,2024-05-03,IT,142600,EMP0041,EMP0034,0,0,0,0,EMP0034,Ravi Reddy,HR,AVP,3000000,0,0.04753333333333333
PO00244,V0089,2024-04-07,Admin,103900,EMP0029,EMP0053,0,0,0,0,EMP0053,Manoj Sharma,Admin,AVP,3000000,0,0.034633333333333335
PO00245,V0116,2025-03-09,HR,16000,EMP0013,EMP0008,0,0,0,0,EMP0008,Vikram Nair,Production,Senior Manager,1500000,0,0.010666666666666666
PO00246,V0097,2024-11-08,Maintenance,48300,EMP0062,EMP0034,0,0,0,0,EMP0034,Ravi Reddy,HR,AVP,3000000,0,0.0161
PO00247,V0088,2024-09-25,Finance,113100,EMP0020,EMP0026,0,0,0,0,EMP0026,Priya Rao,Procurement,Senior Manager,1500000,0,0.0754
PO00248,V0069,2025-01-11,Sales,132600,EMP0007,EMP0029,0,0,0,0,EMP0029,Deepak Chauhan,Admin,Manager,500000,0,0.2652
PO00249,V0119,2024-04-06,Quality,54400,EMP0065,EMP0036,0,0,0,0,EMP0036,Sanjay Chauhan,Maintenance,Senior Manager,1500000,0,0.03626666666666667
PO00250,V0078,2024-11-27,Logistics,28400,EMP0022,EMP0044,0,0,0,0,EMP0044,Vivek Verma,Maintenance,AVP,3000000,0,0.009466666666666667
PO00251,V0123,2024-05-09,Logistics,23000,EMP0042,EMP0046,0,0,0,0,EMP0046,Nikhil Gupta,Quality,Manager,500000,0,0.046
PO00252,V0073,2024-08-02,HR,326600,EMP0036,EMP0034,0,0,0,0,EMP0034,Ravi Reddy,HR,AVP,3000000,0,0.10886666666666667
PO00253,V0034,2024-04-26,Admin,12100,EMP0029,EMP0044,0,0,0,0,EMP0044,Vivek Verma,Maintenance,AVP,3000000,0,0.004033333333333333
PO00254,V0052,2025-01-07,Finance,118400,EMP0052,EMP0055,0,0,0,0,EMP0055,Manoj Patel,Quality,Manager,500000,0,0.2368
PO00255,V0073,2024-07-30,Production,56300,EMP0059,EMP0034,0,0,0,0,EMP0034,Ravi Reddy,HR,AVP,3000000,0,0.018766666666666668
PO00256,V0069,2024-11-14,Sales,61000,EMP0058,EMP0029,0,0,0,0,EMP0029,Deepak Chauhan,Admin,Manager,500000,0,0.122
PO00257,V0063,2024-05-16,Logistics,45600,EMP0058,EMP0010,0,0,0,0,EMP0010,Suresh Singh,IT,Manager,500000,0,0.0912
PO00258,V0085,2024-09-09,Production,23400,EMP0064,EMP0003,0,0,0,0,EMP0003,Amit Reddy,Procurement,Manager,500000,0,0.0468
PO00259,V0014,2025-03-01,Procurement,63200,EMP0014,EMP0039,0,0,0,0,EMP0039,Rajesh Iyer,Quality,Manager,500000,0,0.1264
PO00260,V0069,2024-10-24,Finance,152500,EMP0005,EMP0029,0,0,0,0,EMP0029,Deepak Chauhan,Admin,Manager,500000,0,0.305
PO00261,V0027,2025-01-11,Admin,634000,EMP0001,EMP0003,0,0,0,0,EMP0003,Amit Reddy,Procurement,Manager,500000,1,1.268
PO00262,V0046,2024-05-17,Sales,248800,EMP0039,EMP0035,0,0,0,0,EMP0035,Anil Rao,Maintenance,VP,10000000,0,0.02488
PO00263,V0124,2024-12-17,Admin,15200,EMP0027,EMP0008,0,0,0,0,EMP0008,Vikram Nair,Production,Senior Manager,1500000,0,0.010133333333333333
PO00264,V0060,2025-03-02,Logistics,8500,EMP0044,EMP0018,0,0,0,0,EMP0018,Neha Reddy,Sales,Manager,500000,0,0.017
PO00265,V0074,2024-10-04,Procurement,23600,EMP0029,EMP0051,0,0,0,0,EMP0051,Vikram Patel,Sales,VP,10000000,0,0.00236
PO00266,V0052,2024-11-19,HR,28200,EMP0061,EMP0055,0,0,0,0,EMP0055,Manoj Patel,Quality,Manager,500000,0,0.0564
PO00267,V0091,2025-03-03,HR,21600,EMP0058,EMP0026,0,0,0,0,EMP0026,Priya Rao,Procurement,Senior Manager,1500000,0,0.0144
PO00268,V0110,2024-05-29,Production,146400,EMP0029,EMP0044,0,0,0,0,EMP0044,Vivek Verma,Maintenance,AVP,3000000,0,0.0488
PO00269,V0023,2024-04-02,HR,182600,EMP0046,EMP0056,0,0,0,0,EMP0056,Pooja Iyer,IT,AVP,3000000,0,0.060866666666666666
PO00270,V0093,2025-02-19,IT,68600,EMP0048,EMP0051,0,0,0,0,EMP0051,Vikram Patel,Sales,VP,10000000,0,0.00686
PO00271,V0055,2025-03-26,Production,126600,EMP0006,EMP0002,0,0,0,0,EMP0002,Varun Gupta,Production,AVP,3000000,0,0.0422
PO00272,V0052,2024-06-24,Logistics,25800,EMP0018,EMP0055,0,0,0,0,EMP0055,Manoj Patel,Quality,Manager,500000,0,0.0516
PO00273,V0057,2024-10-27,Production,17000,EMP0033,EMP0026,0,0,0,0,EMP0026,Priya Rao,Procurement,Senior Manager,1500000,0,0.011333333333333334
PO00274,V0103,2025-02-07,Maintenance,16100,EMP0025,EMP0008,0,0,0,0,EMP0008,Vikram Nair,Production,Senior Manager,1500000,0,0.010733333333333333
PO00275,V0084,2024-06-01,Finance,40500,EMP0028,EMP0008,0,0,0,0,EMP0008,Vikram Nair,Production,Senior Manager,1500000,0,0.027
PO00276,V0124,2024-11-21,Maintenance,8400,EMP0044,EMP0008,0,0,0,0,EMP0008,Vikram Nair,Production,Senior Manager,1500000,0,0.0056
PO00277,V0100,2024-05-26,Finance,119800,EMP0006,EMP0031,0,0,0,0,EMP0031,Anjali Singh,Logistics,Manager,500000,0,0.2396
PO00278,V0113,2025-02-19,Sales,55100,EMP0016,EMP0046,0,0,0,0,EMP0046,Nikhil Gupta,Quality,Manager,500000,0,0.1102
PO00279,V0093,2024-11-17,Logistics,286500,EMP0065,EMP0051,0,0,0,0,EMP0051,Vikram Patel,Sales,VP,10000000,0,0.02865
PO00280,V0002,2024-06-08,Logistics,38300,EMP0001,EMP0026,0,0,0,0,EMP0026,Priya Rao,Procurement,Senior Manager,1500000,0,0.025533333333333335
PO00281,V0122,2024-12-28,Procurement,4800,EMP0056,EMP0018,0,0,0,0,EMP0018,Neha Reddy,Sales,Manager,500000,0,0.0096
PO00282,V0047,2025-01-25,Logistics,77100,EMP0023,EMP0056,0,0,0,0,EMP0056,Pooja Iyer,IT,AVP,3000000,0,0.0257
PO00283,V0067,2025-03-21,Sales,55400,EMP0023,EMP0035,0,0,0,0,EMP0035,Anil Rao,Maintenance,VP,10000000,0,0.00554
PO00284,V0107,2024-06-05,Production,59700,EMP0050,EMP0049,0,0,0,0,EMP0049,Deepak Malhotra,HR,Manager,500000,0,0.1194
PO00285,V0051,2025-03-03,Sales,38200,EMP0042,EMP0054,0,0,0,0,EMP0054,Deepak Singh,Production,AVP,3000000,0,0.012733333333333333
PO00286,V0081,2024-12-15,Finance,228900,EMP0054,EMP0036,0,0,0,0,EMP0036,Sanjay Chauhan,Maintenance,Senior Manager,1500000,0,0.1526
PO00287,V0078,2025-02-06,Maintenance,111200,EMP0036,EMP0044,0,0,0,0,EMP0044,Vivek Verma,Maintenance,AVP,3000000,0,0.037066666666666664
PO00288,V0105,2024-10-21,HR,29700,EMP0038,EMP0035,0,0,0,0,EMP0035,Anil Rao,Maintenance,VP,10000000,0,0.00297
PO00289,V0090,2024-11-18,Quality,38800,EMP0018,EMP0054,0,0,0,0,EMP0054,Deepak Singh,Production,AVP,3000000,0,0.012933333333333333
PO00290,V0051,2024-10-29,Sales,46300,EMP0039,EMP0054,0,0,0,0,EMP0054,Deepak Singh,Production,AVP,3000000,0,0.015433333333333334
PO00291,V0016,2025-03-26,Admin,469600,EMP0041,EMP0063,0,0,0,0,EMP0063,Rajesh Chauhan,Maintenance,Senior Manager,1500000,0,0.31306666666666666
PO00292,V0090,2025-03-31,Admin,31500,EMP0028,EMP0054,0,0,0,0,EMP0054,Deepak Singh,Production,AVP,3000000,0,0.0105
PO00293,V0052,2024-07-12,Maintenance,94000,EMP0038,EMP0055,0,0,0,0,EMP0055,Manoj Patel,Quality,Manager,500000,0,0.188
PO00294,V0082,2025-03-18,HR,60400,EMP0017,EMP0012,0,0,0,0,EMP0012,Arjun Mehta,Production,VP,10000000,0,0.00604
PO00295,V0118,2025-03-30,Quality,64000,EMP0065,EMP0026,0,0,0,0,EMP0026,Priya Rao,Procurement,Senior Manager,1500000,0,0.042666666666666665
PO00296,V0060,2025-01-03,HR,28100,EMP0015,EMP0018,0,0,0,0,EMP0018,Neha Reddy,Sales,Manager,500000,0,0.0562
PO00297,V0095,2024-09-28,Admin,78600,EMP0062,EMP0004,0,0,0,0,EMP0004,Sameer Chauhan,Admin,Manager,500000,0,0.1572
PO00298,V0080,2025-01-24,Sales,28000,EMP0054,EMP0051,0,0,0,0,EMP0051,Vikram Patel,Sales,VP,10000000,0,0.0028
PO00299,V0074,2025-03-12,Admin,9700,EMP0037,EMP0051,0,0,0,0,EMP0051,Vikram Patel,Sales,VP,10000000,0,0.00097
PO00300,V0102,2024-11-03,Procurement,207800,EMP0014,EMP0009,0,0,0,0,EMP0009,Sameer Gupta,Sales,Manager,500000,0,0.4156
PO00301,V0058,2024-04-13,Finance,26000,EMP0019,EMP0031,0,0,0,0,EMP0031,Anjali Singh,Logistics,Manager,500000,0,0.052
PO00302,V0079,2024-04-28,Procurement,59100,EMP0026,EMP0034,0,0,0,0,EMP0034,Ravi Reddy,HR,AVP,3000000,0,0.0197
PO00303,V0059,2024-08-15,Quality,11200,EMP0037,EMP0018,0,0,0,0,EMP0018,Neha Reddy,Sales,Manager,500000,0,0.0224
PO00304,V0018,2025-03-16,IT,30400,EMP0019,EMP0013,0,0,0,0,EMP0013,Kavita Iyer,Quality,Senior Manager,1500000,0,0.020266666666666665
PO00305,V0030,2024-05-02,IT,8400,EMP0027,EMP0009,0,0,0,0,EMP0009,Sameer Gupta,Sales,Manager,500000,0,0.0168
PO00306,V0094,2025-01-03,Procurement,17600,EMP0046,EMP0049,0,0,0,0,EMP0049,Deepak Malhotra,HR,Manager,500000,0,0.0352
PO00307,V0013,2024-11-18,Production,91300,EMP0029,EMP0018,0,0,0,0,EMP0018,Neha Reddy,Sales,Manager,500000,0,0.1826
PO00308,V0108,2025-02-26,Admin,17700,EMP0050,EMP0034,0,0,0,0,EMP0034,Ravi Reddy,HR,AVP,3000000,0,0.0059
PO00309,V0097,2024-07-31,Admin,27400,EMP0037,EMP0034,0,0,0,0,EMP0034,Ravi Reddy,HR,AVP,3000000,0,0.009133333333333334
PO00310,V0016,2025-03-21,Procurement,64300,EMP0049,EMP0063,0,0,0,0,EMP0063,Rajesh Chauhan,Maintenance,Senior Manager,1500000,0,0.042866666666666664
PO00311,V0074,2024-10-16,Finance,42000,EMP0041,EMP0051,0,0,0,0,EMP0051,Vikram Patel,Sales,VP,10000000,0,0.0042
PO00312,V0068,2025-01-08,Procurement,262000,EMP0002,EMP0003,0,0,0,0,EMP0003,Amit Reddy,Procurement,Manager,500000,0,0.524
PO00313,V0032,2024-08-07,Maintenance,105100,EMP0057,EMP0056,0,0,0,0,EMP0056,Pooja Iyer,IT,AVP,3000000,0,0.03503333333333333
PO00314,V0025,2024-07-25,HR,27500,EMP0026,EMP0036,0,0,0,0,EMP0036,Sanjay Chauhan,Maintenance,Senior Manager,1500000,0,0.018333333333333333
PO00315,V0050,2024-07-09,IT,126300,EMP0058,EMP0039,0,0,0,0,EMP0039,Rajesh Iyer,Quality,Manager,500000,0,0.2526
PO00316,V0085,2024-06-30,Production,164100,EMP0024,EMP0003,0,0,0,0,EMP0003,Amit Reddy,Procurement,Manager,500000,0,0.3282
PO00317,V0083,2024-06-28,Admin,15800,EMP0016,EMP0004,0,0,0,0,EMP0004,Sameer Chauhan,Admin,Manager,500000,0,0.0316
PO00318,V0119,2024-10-11,Procurement,207700,EMP0055,EMP0036,0,0,0,0,EMP0036,Sanjay Chauhan,Maintenance,Senior Manager,1500000,0,0.13846666666666665
PO00319,V0032,2024-08-21,Admin,6700,EMP0034,EMP0056,0,0,0,0,EMP0056,Pooja Iyer,IT,AVP,3000000,0,0.0022333333333333333
PO00320,V0073,2024-06-06,Quality,105600,EMP0033,EMP0034,0,0,0,0,EMP0034,Ravi Reddy,HR,AVP,3000000,0,0.0352
PO00321,V0028,2024-04-03,HR,21800,EMP0060,EMP0035,0,0,0,0,EMP0035,Anil Rao,Maintenance,VP,10000000,0,0.00218
PO00322,V0052,2025-03-30,Quality,88000,EMP0006,EMP0055,0,0,0,0,EMP0055,Manoj Patel,Quality,Manager,500000,0,0.176
PO00323,V0010,2024-06-18,HR,141700,EMP0007,EMP0054,0,0,0,0,EMP0054,Deepak Singh,Production,AVP,3000000,0,0.047233333333333336
PO00324,V0022,2025-02-15,Sales,59900,EMP0039,EMP0003,0,0,0,0,EMP0003,Amit Reddy,Procurement,Manager,500000,0,0.1198
PO00325,V0032,2024-12-08,Sales,153500,EMP0046,EMP0056,0,0,0,0,EMP0056,Pooja Iyer,IT,AVP,3000000,0,0.051166666666666666
PO00326,V0034,2024-05-08,HR,190900,EMP0029,EMP0044,0,0,0,0,EMP0044,Vivek Verma,Maintenance,AVP,3000000,0,0.06363333333333333
PO00327,V0124,2024-07-04,Admin,154500,EMP0009,EMP0008,0,0,0,0,EMP0008,Vikram Nair,Production,Senior Manager,1500000,0,0.103
PO00328,V0057,2024-12-15,Quality,83700,EMP0054,EMP0026,0,0,0,0,EMP0026,Priya Rao,Procurement,Senior Manager,1500000,0,0.0558
PO00329,V0001,2025-01-04,Admin,95000,EMP0052,EMP0008,0,0,0,0,EMP0008,Vikram Nair,Production,Senior Manager,1500000,0,0.06333333333333334
PO00330,V0122,2024-05-18,HR,33200,EMP0029,EMP0018,0,0,0,0,EMP0018,Neha Reddy,Sales,Manager,500000,0,0.0664
PO00331,V0033,2024-07-19,HR,29100,EMP0043,EMP0009,0,0,0,0,EMP0009,Sameer Gupta,Sales,Manager,500000,0,0.0582
PO00332,V0002,2024-10-02,IT,123300,EMP0028,EMP0026,0,0,0,0,EMP0026,Priya Rao,Procurement,Senior Manager,1500000,0,0.0822
PO00333,V0089,2025-02-11,Admin,259300,EMP0061,EMP0053,0,0,0,0,EMP0053,Manoj Sharma,Admin,AVP,3000000,0,0.08643333333333333
PO00334,V0072,2025-01-13,Procurement,101800,EMP0015,EMP0030,0,0,0,0,EMP0030,Manoj Malhotra,Maintenance,Junior Officer,100000,1,1.018
PO00335,V0047,2025-03-09,HR,26300,EMP0058,EMP0056,0,0,0,0,EMP0056,Pooja Iyer,IT,AVP,3000000,0,0.008766666666666667
PO00336,V0028,2024-08-02,Sales,42500,EMP0032,EMP0035,0,0,0,0,EMP0035,Anil Rao,Maintenance,VP,10000000,0,0.00425
PO00337,V0097,2024-04-21,HR,106900,EMP0049,EMP0034,0,0,0,0,EMP0034,Ravi Reddy,HR,AVP,3000000,0,0.035633333333333336
PO00338,V0072,2024-05-29,Finance,144800,EMP0033,EMP0030,0,0,0,0,EMP0030,Manoj Malhotra,Maintenance,Junior Officer,100000,1,1.448
PO00339,V0103,2025-01-02,IT,13700,EMP0004,EMP0008,0,0,0,0,EMP0008,Vikram Nair,Production,Senior Manager,1500000,0,0.009133333333333334
PO00340,V0013,2024-12-21,HR,19100,EMP0058,EMP0018,0,0,0,0,EMP0018,Neha Reddy,Sales,Manager,500000,0,0.0382
PO00341,V0005,2024-12-06,Procurement,91800,EMP0038,EMP0008,0,0,0,0,EMP0008,Vikram Nair,Production,Senior Manager,1500000,0,0.0612
PO00342,V0024,2025-02-28,Maintenance,83800,EMP0042,EMP0002,0,0,0,0,EMP0002,Varun Gupta,Production,AVP,3000000,0,0.027933333333333334
PO00343,V0021,2024-12-20,Production,37600,EMP0013,EMP0052,0,0,0,0,EMP0052,Suresh Kapoor,HR,Senior Manager,1500000,0,0.025066666666666668
PO00344,V0022,2024-06-25,Admin,9200,EMP0001,EMP0003,0,0,0,0,EMP0003,Amit Reddy,Procurement,Manager,500000,0,0.0184
PO00345,V0076,2025-02-15,Production,77000,EMP0027,EMP0013,0,0,0,0,EMP0013,Kavita Iyer,Quality,Senior Manager,1500000,0,0.051333333333333335
PO00346,V0008,2025-03-10,Maintenance,51000,EMP0055,EMP0031,0,0,0,0,EMP0031,Anjali Singh,Logistics,Manager,500000,0,0.102
PO00347,V0077,2024-05-24,Maintenance,26500,EMP0056,EMP0004,0,0,0,0,EMP0004,Sameer Chauhan,Admin,Manager,500000,0,0.053
PO00348,V0037,2025-02-26,Production,40100,EMP0020,EMP0004,0,0,0,0,EMP0004,Sameer Chauhan,Admin,Manager,500000,0,0.0802
PO00349,V0099,2024-04-13,Logistics,17700,EMP0043,EMP0046,0,0,0,0,EMP0046,Nikhil Gupta,Quality,Manager,500000,0,0.0354
PO00350,V0118,2024-04-20,Production,36400,EMP0010,EMP0026,0,0,0,0,EMP0026,Priya Rao,Procurement,Senior Manager,1500000,0,0.024266666666666666
PO00351,V0029,2024-04-28,Quality,40900,EMP0033,EMP0056,0,0,0,0,EMP0056,Pooja Iyer,IT,AVP,3000000,0,0.013633333333333334
